"Catalog / Data Sheet","Part No.","Status","Apps.","Feature","L x W Size","T(Max.) / mm","Capacitance","Tolerance","Rated Voltage [DC] / V","Temp. Chara.","AEC- Q200"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1005X7S1A225M050BC.pdf","C1005X7S1A225M050BC","Production","Commercial Grade","General (Up to 75V)","1.0mm x 0.5mm [EIA 0402]","0.65","2.2μF","±20%","10","X7S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608C0G1E103J080AA.pdf","C1608C0G1E103J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","10nF","±5%","25","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608C0G1E392J080AA.pdf","C1608C0G1E392J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","3.9nF","±5%","25","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608C0G1E472J080AA.pdf","C1608C0G1E472J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","4.7nF","±5%","25","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608C0G1E562J080AA.pdf","C1608C0G1E562J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","5.6nF","±5%","25","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608C0G1E682J080AA.pdf","C1608C0G1E682J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","6.8nF","±5%","25","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608C0G1E822J080AA.pdf","C1608C0G1E822J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","8.2nF","±5%","25","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608C0G1H102J080AA.pdf","C1608C0G1H102J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","1nF","±5%","50","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608C0G1H103J080AA.pdf","C1608C0G1H103J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","10nF","±5%","50","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608C0G1H122J080AA.pdf","C1608C0G1H122J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","1.2nF","±5%","50","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608C0G1H152J080AA.pdf","C1608C0G1H152J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","1.5nF","±5%","50","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608C0G1H182J080AA.pdf","C1608C0G1H182J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","1.8nF","±5%","50","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608C0G1H222J080AA.pdf","C1608C0G1H222J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","2.2nF","±5%","50","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608C0G1H272J080AA.pdf","C1608C0G1H272J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","2.7nF","±5%","50","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608C0G1H332J080AA.pdf","C1608C0G1H332J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","3.3nF","±5%","50","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608C0G1H392J080AA.pdf","C1608C0G1H392J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","3.9nF","±5%","50","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608C0G1H472J080AA.pdf","C1608C0G1H472J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","4.7nF","±5%","50","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608C0G1H562J080AA.pdf","C1608C0G1H562J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","5.6nF","±5%","50","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608C0G1H682J080AA.pdf","C1608C0G1H682J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","6.8nF","±5%","50","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608C0G1H822J080AA.pdf","C1608C0G1H822J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","8.2nF","±5%","50","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608C0G1V153J080AC.pdf","C1608C0G1V153J080AC","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","15nF","±5%","35","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608C0G1V183J080AC.pdf","C1608C0G1V183J080AC","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","18nF","±5%","35","C0G","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608CH1H102J080AA.pdf","C1608CH1H102J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","1nF","±5%","50","CH","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608CH1H103J080AA.pdf","C1608CH1H103J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","10nF","±5%","50","CH","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608CH1H122J080AA.pdf","C1608CH1H122J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","1.2nF","±5%","50","CH","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608CH1H152J080AA.pdf","C1608CH1H152J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","1.5nF","±5%","50","CH","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608CH1H182J080AA.pdf","C1608CH1H182J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","1.8nF","±5%","50","CH","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608CH1H222J080AA.pdf","C1608CH1H222J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","2.2nF","±5%","50","CH","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608CH1H272J080AA.pdf","C1608CH1H272J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","2.7nF","±5%","50","CH","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608CH1H332J080AA.pdf","C1608CH1H332J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","3.3nF","±5%","50","CH","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608CH1H392J080AA.pdf","C1608CH1H392J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","3.9nF","±5%","50","CH","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608CH1H472J080AA.pdf","C1608CH1H472J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","4.7nF","±5%","50","CH","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608CH1H562J080AA.pdf","C1608CH1H562J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","5.6nF","±5%","50","CH","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608CH1H682J080AA.pdf","C1608CH1H682J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","6.8nF","±5%","50","CH","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608CH1H822J080AA.pdf","C1608CH1H822J080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","8.2nF","±5%","50","CH","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608CH1V153J080AC.pdf","C1608CH1V153J080AC","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","15nF","±5%","35","CH","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608CH1V183J080AC.pdf","C1608CH1V183J080AC","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","18nF","±5%","35","CH","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608JB0G156M080AA.pdf","C1608JB0G156M080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","1","15μF","±20%","4","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608JB0G226M080AA.pdf","C1608JB0G226M080AA","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","1","22μF","±20%","4","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608JB0J106K080AB.pdf","C1608JB0J106K080AB","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","10μF","±10%","6.3","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608JB0J106M080AB.pdf","C1608JB0J106M080AB","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","10μF","±20%","6.3","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608JB0J156M080AC.pdf","C1608JB0J156M080AC","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","1","15μF","±20%","6.3","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608JB0J226M080AC.pdf","C1608JB0J226M080AC","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","1","22μF","±20%","6.3","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608JB1A106K080AC.pdf","C1608JB1A106K080AC","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","10μF","±10%","10","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608JB1A106M080AC.pdf","C1608JB1A106M080AC","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","10μF","±20%","10","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608JB1A156M080AC.pdf","C1608JB1A156M080AC","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","1","15μF","±20%","10","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608JB1A226M080AC.pdf","C1608JB1A226M080AC","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","1","22μF","±20%","10","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608JB1A685K080AC.pdf","C1608JB1A685K080AC","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","6.8μF","±10%","10","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608JB1A685M080AC.pdf","C1608JB1A685M080AC","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","6.8μF","±20%","10","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf","C1608JB1C106M080AB","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","1","10μF","±20%","16","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608JB1C155K080AB.pdf","C1608JB1C155K080AB","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","1.5μF","±10%","16","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608JB1C155M080AB.pdf","C1608JB1C155M080AB","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","1.5μF","±20%","16","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608JB1C225K080AB.pdf","C1608JB1C225K080AB","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","2.2μF","±10%","16","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608JB1C225M080AB.pdf","C1608JB1C225M080AB","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","2.2μF","±20%","16","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608JB1C335K080AC.pdf","C1608JB1C335K080AC","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","3.3μF","±10%","16","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608JB1C335M080AC.pdf","C1608JB1C335M080AC","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","3.3μF","±20%","16","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608JB1C475K080AC.pdf","C1608JB1C475K080AC","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","4.7μF","±10%","16","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608JB1C475M080AC.pdf","C1608JB1C475M080AC","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","4.7μF","±20%","16","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf","C1608JB1C685K080AB","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","1","6.8μF","±10%","16","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf","C1608JB1C685M080AB","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","1","6.8μF","±20%","16","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608JB1E106M080AC.pdf","C1608JB1E106M080AC","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","1","10μF","±20%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608JB1E155K080AB.pdf","C1608JB1E155K080AB","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","1.5μF","±10%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C1608JB1E155M080AB.pdf","C1608JB1E155M080AB","Production","Commercial Grade","General (Up to 75V)","1.6mm x 0.8mm [EIA 0603]","0.9","1.5μF","±20%","25","JB","No"
