"Part Number","Status","Characteristic","Length","Width","Thickness","Temperature characteristics","Rated Voltage","Capacitance","Tolerance of capacitance","Notes"
"GRM0115C1E9R5CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.5pF","±0.25pF",""
"GRM0115C1E9R5DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.5pF","±0.5pF",""
"GRM0115C1E9R5WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.5pF","±0.05pF",""
"GRM0115C1E9R6BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.6pF","±0.1pF",""
"GRM0115C1E9R6CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.6pF","±0.25pF",""
"GRM0115C1E9R6DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.6pF","±0.5pF",""
"GRM0115C1E9R6WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.6pF","±0.05pF",""
"GRM0115C1E9R7BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.7pF","±0.1pF",""
"GRM0115C1E9R7CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.7pF","±0.25pF",""
"GRM0115C1E9R7DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.7pF","±0.5pF",""
"GRM0115C1E9R7WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.7pF","±0.05pF",""
"GRM0115C1E9R8BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.8pF","±0.1pF",""
"GRM0115C1E9R8CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.8pF","±0.25pF",""
"GRM0115C1E9R8DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.8pF","±0.5pF",""
"GRM0115C1E9R8WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.8pF","±0.05pF",""
"GRM0115C1E9R9BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.9pF","±0.1pF",""
"GRM0115C1E9R9CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.9pF","±0.25pF",""
"GRM0115C1E9R9DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.9pF","±0.5pF",""
"GRM0115C1E9R9WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","9.9pF","±0.05pF",""
"GRM0115C1ER20BE11#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","0.2pF","±0.1pF",""
"GRM0115C1ER20WE11#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","0.2pF","±0.05pF",""
"GRM0115C1ER30BE11#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","0.3pF","±0.1pF",""
"GRM0115C1ER30WE11#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","0.3pF","±0.05pF",""
"GRM0115C1ER40BE11#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","0.4pF","±0.1pF",""
"GRM0115C1ER40WE11#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","0.4pF","±0.05pF",""
"GRM0115C1ER50BE11#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","0.5pF","±0.1pF",""
"GRM0115C1ER50WE11#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","0.5pF","±0.05pF",""
"GRM0115C1ER60BE11#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","0.6pF","±0.1pF",""
"GRM0115C1ER60WE11#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","0.6pF","±0.05pF",""
"GRM0115C1ER70BE11#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","0.7pF","±0.1pF",""
"GRM0115C1ER70WE11#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","0.7pF","±0.05pF",""
"GRM0115C1ER80BE11#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","0.8pF","±0.1pF",""
"GRM0115C1ER80WE11#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","0.8pF","±0.05pF",""
"GRM0115C1ER90BE11#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","0.9pF","±0.1pF",""
"GRM0115C1ER90WE11#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","25Vdc","0.9pF","±0.05pF",""
"GRM011R60G103KE01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","4Vdc","10000pF","±10%",""
"GRM011R60G332KE01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","4Vdc","3300pF","±10%",""
"GRM011R60G472KE01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","4Vdc","4700pF","±10%",""
"GRM011R60G682KE01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","4Vdc","6800pF","±10%",""
"GRM011R60J102KE01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","6.3Vdc","1000pF","±10%",""
"GRM011R60J102ME01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","6.3Vdc","1000pF","±20%",""
"GRM011R60J103KE01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","6.3Vdc","10000pF","±10%","Derating1"
"GRM011R60J103ME01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","6.3Vdc","10000pF","±20%","Derating1"
"GRM011R60J152KE01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","6.3Vdc","1500pF","±10%",""
"GRM011R60J152ME01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","6.3Vdc","1500pF","±20%",""
"GRM011R60J222KE01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","6.3Vdc","2200pF","±10%",""
"GRM011R60J222ME01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","6.3Vdc","2200pF","±20%",""
"GRM011R60J332KE01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","6.3Vdc","3300pF","±10%","Derating1"
"GRM011R60J332ME01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","6.3Vdc","3300pF","±20%","Derating1"
"GRM011R60J472KE01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","6.3Vdc","4700pF","±10%","Derating1"
"GRM011R60J472ME01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","6.3Vdc","4700pF","±20%","Derating1"
"GRM011R60J682KE01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","6.3Vdc","6800pF","±10%","Derating1"
"GRM011R60J682ME01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","6.3Vdc","6800pF","±20%","Derating1"
"GRM011R61A101KE01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","10Vdc","100pF","±10%",""
"GRM011R61A101ME01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","10Vdc","100pF","±20%",""
"GRM011R61A151KE01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","10Vdc","150pF","±10%",""
"GRM011R61A151ME01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","10Vdc","150pF","±20%",""
"GRM011R61A221KE01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","10Vdc","220pF","±10%",""
"GRM011R61A221ME01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","10Vdc","220pF","±20%",""
"GRM011R61A331KE01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","10Vdc","330pF","±10%",""
"GRM011R61A331ME01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","10Vdc","330pF","±20%",""
"GRM011R61A471KE01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","10Vdc","470pF","±10%",""
"GRM011R61A471ME01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","10Vdc","470pF","±20%",""
"GRM011R61A681KE01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","10Vdc","680pF","±10%",""
"GRM011R61A681ME01#","In Production","General|Up to 85℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","X5R(EIA)","10Vdc","680pF","±20%",""
"GRM0222C0J101GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","100pF","±2%",""
"GRM0222C0J101JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","100pF","±5%",""
"GRM0222C0J111GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","110pF","±2%",""
"GRM0222C0J111JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","110pF","±5%",""
"GRM0222C0J121GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","120pF","±2%",""
"GRM0222C0J121JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","120pF","±5%",""
"GRM0222C0J151GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","150pF","±2%",""
"GRM0222C0J151JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","150pF","±5%",""
"GRM0222C0J181GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","180pF","±2%",""
"GRM0222C0J181JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","180pF","±5%",""
"GRM0222C0J221GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","220pF","±2%",""
"GRM0222C0J221JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","220pF","±5%",""
"GRM0222C0J510GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","51pF","±2%",""
"GRM0222C0J510JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","51pF","±5%",""
"GRM0222C0J560GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","56pF","±2%",""
"GRM0222C0J560JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","56pF","±5%",""
"GRM0222C0J620GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","62pF","±2%",""
"GRM0222C0J620JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","62pF","±5%",""
"GRM0222C0J680GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","68pF","±2%",""
"GRM0222C0J680JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","68pF","±5%",""
"GRM0222C0J750GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","75pF","±2%",""
"GRM0222C0J750JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","75pF","±5%",""
"GRM0222C0J820GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","82pF","±2%",""
"GRM0222C0J820JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","82pF","±5%",""
"GRM0222C0J910GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","91pF","±2%",""
"GRM0222C0J910JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","6.3Vdc","91pF","±5%",""
"GRM0222C1A101GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","10Vdc","100pF","±2%",""
"GRM0222C1A101JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","10Vdc","100pF","±5%",""
"GRM0222C1A221GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","10Vdc","220pF","±2%",""
"GRM0222C1A221JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","10Vdc","220pF","±5%",""
"GRM0222C1A510GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","10Vdc","51pF","±2%",""
"GRM0222C1A510JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","10Vdc","51pF","±5%",""
"GRM0222C1A560GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","10Vdc","56pF","±2%",""
"GRM0222C1A560JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","10Vdc","56pF","±5%",""
"GRM0222C1A620GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","10Vdc","62pF","±2%",""
"GRM0222C1A620JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","10Vdc","62pF","±5%",""
"GRM0222C1A680GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","10Vdc","68pF","±2%",""
"GRM0222C1A680JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","10Vdc","68pF","±5%",""
"GRM0222C1A750GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","10Vdc","75pF","±2%",""
"GRM0222C1A750JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","10Vdc","75pF","±5%",""
"GRM0222C1A820GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","10Vdc","82pF","±2%",""
"GRM0222C1A820JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","10Vdc","82pF","±5%",""
"GRM0222C1A910GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","10Vdc","91pF","±2%",""
"GRM0222C1A910JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","10Vdc","91pF","±5%",""
"GRM0222C1C100GA03#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","10pF","±2%",""
"GRM0222C1C100JA03#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","10pF","±5%",""
"GRM0222C1C101GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","100pF","±2%",""
"GRM0222C1C101JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","100pF","±5%",""
"GRM0222C1C110GA03#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","11pF","±2%",""
"GRM0222C1C110JA03#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","11pF","±5%",""
"GRM0222C1C111GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","110pF","±2%",""
"GRM0222C1C111JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","110pF","±5%",""
"GRM0222C1C120GA03#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","12pF","±2%",""
"GRM0222C1C120JA03#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","12pF","±5%",""
"GRM0222C1C121GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","120pF","±2%",""
"GRM0222C1C121JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","120pF","±5%",""
"GRM0222C1C130GA03#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","13pF","±2%",""
"GRM0222C1C130JA03#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","13pF","±5%",""
"GRM0222C1C150GA03#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","15pF","±2%",""
"GRM0222C1C150JA03#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","15pF","±5%",""
"GRM0222C1C151GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","150pF","±2%",""
"GRM0222C1C151JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","150pF","±5%",""
"GRM0222C1C160GA03#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","16pF","±2%",""
"GRM0222C1C160JA03#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","16pF","±5%",""
"GRM0222C1C180GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","18pF","±2%",""
"GRM0222C1C180JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","18pF","±5%",""
"GRM0222C1C181GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","180pF","±2%",""
"GRM0222C1C181JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","180pF","±5%",""
"GRM0222C1C200GA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","20pF","±2%",""
"GRM0222C1C200JA02#","In Production","General|Up to 125℃|Reflow soldering","0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH(JIS)","16Vdc","20pF","±5%",""
