"Part Number","Status","Characteristic","Length","Width","Thickness","Temperature characteristics","Rated Voltage","Capacitance","Tolerance of capacitance","Notes"
"GRM32DR11E475KA61#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","R(JIS)","25Vdc","4.7μF","±10%",""
"GRM32DR11E475MA61#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","R(JIS)","25Vdc","4.7μF","±20%",""
"GRM32DR60J226KA01#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X5R(EIA)","6.3Vdc","22μF","±10%",""
"GRM32DR60J226MA01#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X5R(EIA)","6.3Vdc","22μF","±20%",""
"GRM32DR60J336ME19#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X5R(EIA)","6.3Vdc","33μF","±20%",""
"GRM32DR61A226KE18#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X5R(EIA)","10Vdc","22μF","±10%",""
"GRM32DR61A226ME18#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X5R(EIA)","10Vdc","22μF","±20%",""
"GRM32DR61C106KA01#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X5R(EIA)","16Vdc","10μF","±10%",""
"GRM32DR61C106MA01#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X5R(EIA)","16Vdc","10μF","±20%",""
"GRM32DR61C226KE18#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X5R(EIA)","16Vdc","22μF","±10%",""
"GRM32DR61C226ME18#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X5R(EIA)","16Vdc","22μF","±20%",""
"GRM32DR61E106KA12#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X5R(EIA)","25Vdc","10μF","±10%",""
"GRM32DR61E106MA12#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X5R(EIA)","25Vdc","10μF","±20%",""
"GRM32DR71A106KA01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X7R(EIA)","10Vdc","10μF","±10%",""
"GRM32DR71A106MA01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X7R(EIA)","10Vdc","10μF","±20%",""
"GRM32DR71C106KA01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X7R(EIA)","16Vdc","10μF","±10%",""
"GRM32DR71C106MA01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X7R(EIA)","16Vdc","10μF","±20%",""
"GRM32DR71E106KA12#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X7R(EIA)","25Vdc","10μF","±10%",""
"GRM32DR71E106MA12#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X7R(EIA)","25Vdc","10μF","±20%",""
"GRM32DR71E335KA01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X7R(EIA)","25Vdc","3.3μF","±10%",""
"GRM32DR71E335MA01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X7R(EIA)","25Vdc","3.3μF","±20%",""
"GRM32DR71E475KA61#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X7R(EIA)","25Vdc","4.7μF","±10%",""
"GRM32DR71E475MA61#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X7R(EIA)","25Vdc","4.7μF","±20%",""
"GRM32DR71H335KA88#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X7R(EIA)","50Vdc","3.3μF","±10%",""
"GRM32DR71H335MA88#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X7R(EIA)","50Vdc","3.3μF","±20%",""
"GRM32DR72A155KA35#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X7R(EIA)","100Vdc","1.5μF","±10%",""
"GRM32DR72A155MA35#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X7R(EIA)","100Vdc","1.5μF","±20%",""
"GRM32DR72A225KA12#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 ±0.2mm","X7R(EIA)","100Vdc","2.2μF","±10%",""
"GRM32DR72D104KW01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 +0/-0.3mm","X7R(EIA)","200Vdc","0.1μF","±10%",""
"GRM32DR72D224KW01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 +0/-0.3mm","X7R(EIA)","200Vdc","0.22μF","±10%",""
"GRM32DR72E104KW01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 +0/-0.3mm","X7R(EIA)","250Vdc","0.1μF","±10%",""
"GRM32DR72E224KW01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 +0/-0.3mm","X7R(EIA)","250Vdc","0.22μF","±10%",""
"GRM32DR72H104KW10#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 +0/-0.3mm","X7R(EIA)","500Vdc","0.1μF","±10%",""
"GRM32DR72J333KW01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 +0/-0.3mm","X7R(EIA)","630Vdc","33000pF","±10%",""
"GRM32DR72J473KW01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 +0/-0.3mm","X7R(EIA)","630Vdc","47000pF","±10%",""
"GRM32DR73A153KW01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 +0/-0.3mm","X7R(EIA)","1000Vdc","15000pF","±10%",""
"GRM32DR73A223KW01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.0 +0/-0.3mm","X7R(EIA)","1000Vdc","22000pF","±10%",""
"GRM32EB10J226KA14#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","6.3Vdc","22μF","±10%",""
"GRM32EB10J226MA14#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","6.3Vdc","22μF","±20%",""
"GRM32EB11A106KA01#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","10Vdc","10μF","±10%",""
"GRM32EB11A106KC01#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","10Vdc","10μF","±10%",""
"GRM32EB11A106MA01#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","10Vdc","10μF","±20%",""
"GRM32EB11A106MC01#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","10Vdc","10μF","±20%","Please use alternative."
"GRM32EB11A226KE20#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","10Vdc","22μF","±10%",""
"GRM32EB11A226ME20#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","10Vdc","22μF","±20%",""
"GRM32EB30J107ME16#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","6.3Vdc","100μF","±20%",""
"GRM32EB30J476ME16#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","6.3Vdc","47μF","±20%",""
"GRM32EB31A226KA76#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","10Vdc","22μF","±10%",""
"GRM32EB31A226MA76#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","10Vdc","22μF","±20%",""
"GRM32EB31A476KE20#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","10Vdc","47μF","±10%",""
"GRM32EB31A476ME20#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","10Vdc","47μF","±20%",""
"GRM32EB31C226KE16#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","16Vdc","22μF","±10%",""
"GRM32EB31C226ME16#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","16Vdc","22μF","±20%",""
"GRM32EB31C476KE15#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","16Vdc","47μF","±10%",""
"GRM32EB31C476ME15#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","16Vdc","47μF","±20%",""
"GRM32EB31E226KE15#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","25Vdc","22μF","±10%",""
"GRM32EB31E226ME15#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","25Vdc","22μF","±20%",""
"GRM32EB31H106KA12#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","50Vdc","10μF","±10%",""
"GRM32EB31H106MA12#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","50Vdc","10μF","±20%",""
"GRM32EB31H475KA87#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","50Vdc","4.7μF","±10%",""
"GRM32EB31H475MA87#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","50Vdc","4.7μF","±20%",""
"GRM32EB3YA106KA12#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","35Vdc","10μF","±10%",""
"GRM32EB3YA106MA12#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","B(JIS)","35Vdc","10μF","±20%",""
"GRM32EC80G107KE20#","NRND","General|Up to 105℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X6S(EIA)","4Vdc","100μF","±10%",""
"GRM32EC80G107ME20#","NRND","General|Up to 105℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X6S(EIA)","4Vdc","100μF","±20%",""
"GRM32EC80J107ME20#","NRND","General|Up to 105℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X6S(EIA)","6.3Vdc","100μF","±20%",""
"GRM32EC80J476KE64#","NRND","General|Up to 105℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X6S(EIA)","6.3Vdc","47μF","±10%",""
"GRM32EC80J476ME64#","NRND","General|Up to 105℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X6S(EIA)","6.3Vdc","47μF","±20%",""
"GRM32EC8YA106KA12#","NRND","General|Up to 105℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X6S(EIA)","35Vdc","10μF","±10%",""
"GRM32ED70J476KE20#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X7T(EIA)","6.3Vdc","47μF","±10%",""
"GRM32ED70J476ME20#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X7T(EIA)","6.3Vdc","47μF","±20%",""
"GRM32EE70J476KE20#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X7U(EIA)","6.3Vdc","47μF","±10%",""
"GRM32EE70J476ME20#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X7U(EIA)","6.3Vdc","47μF","±20%",""
"GRM32ER11A226KE20#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","R(JIS)","10Vdc","22μF","±10%",""
"GRM32ER11A226ME20#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","R(JIS)","10Vdc","22μF","±20%",""
"GRM32ER11H105KA01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","R(JIS)","50Vdc","1μF","±10%",""
"GRM32ER11H105MA01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","R(JIS)","50Vdc","1μF","±20%",""
"GRM32ER60J107ME20#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","6.3Vdc","100μF","±20%",""
"GRM32ER60J226KA14#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","6.3Vdc","22μF","±10%",""
"GRM32ER60J226MA14#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","6.3Vdc","22μF","±20%",""
"GRM32ER60J476KE64#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","6.3Vdc","47μF","±10%",""
"GRM32ER60J476ME20#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","6.3Vdc","47μF","±20%",""
"GRM32ER60J476ME64#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","6.3Vdc","47μF","±20%",""
"GRM32ER61A106KA01#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","10Vdc","10μF","±10%",""
"GRM32ER61A106KC01#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","10Vdc","10μF","±10%",""
"GRM32ER61A106MA01#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","10Vdc","10μF","±20%",""
"GRM32ER61A106MC01#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","10Vdc","10μF","±20%","Please use alternative."
"GRM32ER61A226KA65#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","10Vdc","22μF","±10%",""
"GRM32ER61A226KE20#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","10Vdc","22μF","±10%",""
"GRM32ER61A226MA65#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","10Vdc","22μF","±20%",""
"GRM32ER61A226ME20#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","10Vdc","22μF","±20%",""
"GRM32ER61A476KE20#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","10Vdc","47μF","±10%",""
"GRM32ER61A476ME20#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","10Vdc","47μF","±20%",""
"GRM32ER61C226KE20#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","16Vdc","22μF","±10%",""
"GRM32ER61C226ME20#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","16Vdc","22μF","±20%",""
"GRM32ER61C476KE15#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","16Vdc","47μF","±10%",""
"GRM32ER61C476ME15#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","16Vdc","47μF","±20%",""
"GRM32ER61E226KE15#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","25Vdc","22μF","±10%",""
"GRM32ER61E226ME15#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","25Vdc","22μF","±20%",""
"GRM32ER61H106KA12#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","50Vdc","10μF","±10%",""
"GRM32ER61H106MA12#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","50Vdc","10μF","±20%",""
"GRM32ER6YA106KA12#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","35Vdc","10μF","±10%",""
"GRM32ER6YA106MA12#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X5R(EIA)","35Vdc","10μF","±20%",""
"GRM32ER71A226KE20#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X7R(EIA)","10Vdc","22μF","±10%",""
"GRM32ER71A226ME20#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X7R(EIA)","10Vdc","22μF","±20%",""
"GRM32ER71H105KA01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X7R(EIA)","50Vdc","1μF","±10%",""
"GRM32ER71H105MA01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X7R(EIA)","50Vdc","1μF","±20%",""
"GRM32ER71H475KA88#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X7R(EIA)","50Vdc","4.7μF","±10%",""
"GRM32ER71H475MA88#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X7R(EIA)","50Vdc","4.7μF","±20%",""
"GRM32ER71J106KA12#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X7R(EIA)","63Vdc","10μF","±10%","Derating1"
"GRM32ER71J106MA12#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X7R(EIA)","63Vdc","10μF","±20%","Derating1"
"GRM32ER71K475KE14#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X7R(EIA)","80Vdc","4.7μF","±10%","Derating1"
"GRM32ER71K475ME14#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X7R(EIA)","80Vdc","4.7μF","±20%","Derating1"
"GRM32ER72A105KA01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X7R(EIA)","100Vdc","1μF","±10%",""
"GRM32ER72A105MA01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X7R(EIA)","100Vdc","1μF","±20%",""
"GRM32ER72A225KA35#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X7R(EIA)","100Vdc","2.2μF","±10%",""
"GRM32ER72A225MA35#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X7R(EIA)","100Vdc","2.2μF","±20%",""
"GRM32ER7YA106KA12#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X7R(EIA)","35Vdc","10μF","±10%",""
"GRM32ER7YA106MA12#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","2.5 ±0.2mm","X7R(EIA)","35Vdc","10μF","±20%",""
"GRM32MB11C225KA01#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","1.15 ±0.1mm","B(JIS)","16Vdc","2.2μF","±10%",""
"GRM32MB11C225KC01#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","1.15 ±0.1mm","B(JIS)","16Vdc","2.2μF","±10%","Please use alternative."
"GRM32MB11C225MA01#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","1.15 ±0.1mm","B(JIS)","16Vdc","2.2μF","±20%",""
"GRM32MB11H394JA01#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","1.15 ±0.1mm","B(JIS)","50Vdc","0.39μF","±5%",""
"GRM32MB11H394KA01#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","1.15 ±0.1mm","B(JIS)","50Vdc","0.39μF","±10%",""
"GRM32MB11H394MA01#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","1.15 ±0.1mm","B(JIS)","50Vdc","0.39μF","±20%",""
"GRM32MB11H474JA01#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","1.15 ±0.1mm","B(JIS)","50Vdc","0.47μF","±5%",""
"GRM32MB11H474KA01#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","1.15 ±0.1mm","B(JIS)","50Vdc","0.47μF","±10%",""
"GRM32MB11H474MA01#","NRND","General|Up to 85℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","1.15 ±0.1mm","B(JIS)","50Vdc","0.47μF","±20%",""
"GRM32MR11C225KA01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","1.15 ±0.1mm","R(JIS)","16Vdc","2.2μF","±10%",""
"GRM32MR11C225KC01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","1.15 ±0.1mm","R(JIS)","16Vdc","2.2μF","±10%","Please use alternative."
"GRM32MR11C225MA01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","1.15 ±0.1mm","R(JIS)","16Vdc","2.2μF","±20%",""
"GRM32MR11H394JA01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","1.15 ±0.1mm","R(JIS)","50Vdc","0.39μF","±5%",""
"GRM32MR11H394KA01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","1.15 ±0.1mm","R(JIS)","50Vdc","0.39μF","±10%",""
"GRM32MR11H394MA01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","1.15 ±0.1mm","R(JIS)","50Vdc","0.39μF","±20%",""
"GRM32MR11H474JA01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","1.15 ±0.1mm","R(JIS)","50Vdc","0.47μF","±5%",""
"GRM32MR11H474KA01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","1.15 ±0.1mm","R(JIS)","50Vdc","0.47μF","±10%",""
"GRM32MR11H474MA01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","1.15 ±0.1mm","R(JIS)","50Vdc","0.47μF","±20%",""
"GRM32MR71C225KA01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","1.15 ±0.1mm","X7R(EIA)","16Vdc","2.2μF","±10%",""
"GRM32MR71C225KC01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","1.15 ±0.1mm","X7R(EIA)","16Vdc","2.2μF","±10%","Please use alternative."
"GRM32MR71C225MA01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","1.15 ±0.1mm","X7R(EIA)","16Vdc","2.2μF","±20%",""
"GRM32MR71H394JA01#","NRND","General|Up to 125℃|Reflow soldering","3.2 ±0.3mm","2.5 ±0.2mm","1.15 ±0.1mm","X7R(EIA)","50Vdc","0.39μF","±5%",""
